Member Name,Primary Domain,Date,Type,Role,Title
"Lazo Langner, Alejandro","Medicine","2000/05/17","Conference Presentation","Presenter","Anomal�a de May-Hegglin con Manifestaciones Hemorr�gicas. Informe de un Caso"
"Lazo Langner, Alejandro","Medicine","2000/05/17","Conference Presentation","Presenter","Satelitismo Plaquetario: una Causa Rara de Pseudoneutropenia"
"Lazo Langner, Alejandro","Medicine","2000/05/17","Conference Presentation","Presenter","Leucemia Linfoc�tica Cr�nica con Infiltraci�n Cut�nea. Informe de un Caso"
"Lazo Langner, Alejandro","Medicine","2000/05/17","Conference Presentation","Presenter","S�ndrome de Hiperviscosidad del Suero Asociado a Gamopat�a Policlonal de origen Autoinmune"
"Lazo Langner, Alejandro","Medicine","2000/05/17","Conference Presentation","Presenter","Enfermedad de DiGuglielmo: Presentaci�n de un Caso y Revisi�n de la Literatura"
"Lazo Langner, Alejandro","Medicine","1992/03/11","Conference Presentation","Presenter","Progeria: una enfermedad modelo. (Progeria: a model disease)"
"Lazo Langner, Alejandro","Medicine","1992/03/11","Conference Presentation","Presenter","Conceptos actuales de la etiopatogenia de la enfermedad ulcerosa p�ptica"
"Lazo Langner, Alejandro","Medicine","1992/03/11","Conference Presentation","Presenter","Tratamiento m�dico de la �lcera p�ptica. Desde los anti�cidos hasta los bloqueadores de la bomba de protones"
"Lazo Langner, Alejandro","Medicine","1992/03/11","Conference Presentation","Presenter","La medicina como disciplina humana: Algunas reflexiones sobre el m�dico y la medicina"
"Lazo Langner, Alejandro","Medicine","1991/03/13","Conference Presentation","Presenter","Avances en la etiopatogenia de las enfermedades autoinmunes"
"Lazo Langner, Alejandro","Medicine","1991/03/13","Conference Presentation","Presenter","Fundamentos de la reanimaci�n cardiopulmonar (RCP)"
"Hurwitz, Joel","Medicine","1990/03/02","Visiting Professorship","Visiting Professor","""Geriatric Medicine in Ontario""."
"Hurwitz, Joel","Medicine","2007/04/14","Invited Lectures","Presenter","4th Annual Medicine Update for Psychiatry. Parkinson's Disease."
"Hurwitz, Joel","Medicine","2000/05/03","Abstract Presented","Invited Lecturer","14th Annual Refresher Day in Geriatric Medicine. An Approach to Tremor and Gait disorders in the Elderly."
"Huff, Murray","Medicine","1997/04/07","Invited Lectures","","Mechanisms of foam cell formation in atherosclerosis: from ACAT to gamma interferon. ."
"Huff, Murray","Medicine","1997/04/08","Invited Lectures","","Mechanisms of foam cell formation: From ACAT to INF-gamma."
"Huff, Murray","Medicine","1997/04","Invited Lectures","","Regulation of apoB metabolism by inhibitors of HMG-CoA reductase and ACAT."
"Huff, Murray","Medicine","1997/04","Invited Lectures","","Atherosclerosis: Mechanisms of foam cell formation."
"Huff, Murray","Medicine","1997/05","Invited Lectures","","How do HMG-CoA reductase inhibitors regulate apoB metabolism?"
"Huff, Murray","Medicine","1997/05","Invited Lectures","","Remnants of triglyceride-rich lipoproteins are atherogenic."
"Huff, Murray","Medicine","1997/06/06","Invited Lectures","","Foam cell formation: The role of LPL, ACAT, oxidation and cytokines."
"Huff, Murray","Medicine","1998/02/11","Invited Lectures","","The role of cholesterol and cholesterol ester synthesis in the regulation of hepatic apoB secretion."
"Huff, Murray","Medicine","1998/02/13","Invited Lectures","","Regulation of apoB metabolism, in vivo, by inhibitors of HMG-CoA reductase."
"Huff, Murray","Medicine","1999/02/18","Invited Lectures","","Mechanisms of foam cell formation in atherogenesis: The role of modified lipoproteins."
"Huff, Murray","Medicine","1999/04/09","Invited Lectures","","The role of cholesterol ester synthesis in the regulation of hepatic apoB secretion."
"Huff, Murray","Medicine","1999/05/29","Invited Lectures","","HMG-CoA reductase inhibitors and hepatic apoB secretion: New perspectives from in vivo studies."
"Huff, Murray","Medicine","1999/06/04","Invited Lectures","","Update on the statins: A review of ongoing Clinical trials."
"Huff, Murray","Medicine","1999/06/11","Invited Lectures","","Mechanism of action of HMG-CoA reductase inhibitors: New Insights."
"McManus, Ruth","Medicine","2007/03/07","* Pharma sponsored seminar","Invited Lecturer","Advances in Glycemic Control"
"McManus, Ruth","Medicine","2007/04/19","* Pharma sponsored seminar","Invited Lecturer","Advances in Glycemic Control"
"McManus, Ruth","Medicine","2007/04/14","Invited Lectures","Invited Lecturer","Metabolic Syndrome seminar as part of the UWO Psychiatry Medicine Update day"
"McManus, Ruth","Medicine","2007/04/28","* Pharma sponsored seminar","Invited Lecturer","Incretins and Diabetes"
"McManus, Ruth","Medicine","2007/05/30","* Pharma sponsored seminar","Invited Lecturer","CV risk targets and treatments"
"McManus, Ruth","Medicine","2007/05/02","* Pharma sponsored seminar","Invited Lecturer","CV risk targets and treatments"
"McManus, Ruth","Medicine","2007/05/23","* Pharma Sponsored Seminar","Invited Lecturer","Case studies in Diabetes"
"McManus, Ruth","Medicine","2007/06/13","* Pharma sponsored Seminar","Invited Lecturer","Update in Diabetes and longterm care"
"McManus, Ruth","Medicine","2007/07/26","* Pharma sponsored seminar","Invited Lecturer","Controversies with diabetes medications"
"McManus, Ruth","Medicine","2007/10/15","Invited Lectures","Invited Lecturer","Community Diabetes Update"
"McManus, Ruth","Medicine","2007/10/17","Invited Lectures","Invited Lecturer","Diabetes, Approaching Epidemic?"
"McManus, Ruth","Medicine","2007/12/06","* Pharma sponsored seminar","Invited Lecturer","update on insulin pump therapy"
"Brown, James","Medicine","1998/10","Invited Lectures","Invited Lecturer","New options in the management of cardiovascular disease: New Progress with ARBs in the management of cardiovascular disease."
"Huff, Murray","Medicine","1999/06","Invited Lectures","","Transforming growth factor ?-1 inhibits macrophage cholesteryl ester accumulation induced by native and copper oxidized VLDL remnants."
"Huff, Murray","Medicine","1999/08/13","Invited Lectures","","Update on recent research involving statins."
"Huff, Murray","Medicine","1999/09/26","Invited Lectures","","Regulation of apolipoprotein B secretion: New Insights."
"Huff, Murray","Medicine","1999/10/19","Invited Lectures","","Secondary Prevention: Are we doing enough?"
"Huff, Murray","Medicine","1999/10/23","Invited Lectures","","Hepatic secretion of atherogenic lipoproteins: Can they be regulated?"
"Huff, Murray","Medicine","2000/04","Invited Lectures","","HMGCoA reductase inhibitors (the statins) and lipid disorders: Their impact on lipoproteins in the fed and fasted states."
"Huff, Murray","Medicine","2000/04","Invited Lectures","","The role of statins in secondary prevention of CHD. Are we doing enough?"
"Huff, Murray","Medicine","2000/04","Invited Lectures","","Regulation of macrophage foam cell formation by cytokines: An anti-atherogenic role for TGF?-1."
"Huff, Murray","Medicine","2000/04","Invited Lectures","","The assembly and secretion of hepatic lipoproteins: Can they be regulated?"
"Huff, Murray","Medicine","2000/08/02","Invited Lectures","","The inhibition of hepatic apo B secretion from cultured hepatocytes by the citrus flavonoid naringenin: New Insights."
"Huff, Murray","Medicine","2000/09/23","Invited Lectures","","The inhibition of hepatic apo B secretion from cultured hepatocytes by the citrus flavonoid naringenin: The use of multicompartmental modelling."
"Huff, Murray","Medicine","2000/10","Invited Lectures","","Regulation of hepatic metabolism of apoB containing lipoproteins."
"Huff, Murray","Medicine","2000/10","Invited Lectures","","Secondary Prevention of CHD. Are we doing enough?"
"Huff, Murray","Medicine","2000/10","Invited Lectures","","The use of statins for the treatment of dyslipidemia and prevention of CHD."
"Huff, Murray","Medicine","2000/10","Invited Lectures","","Understanding the Canadian Guidelines for the treatment of hyperlipidemia."
"Huff, Murray","Medicine","2001/09","Invited Lectures","","The HDL Factor: The Science of Statins."
"Huff, Murray","Medicine","2001/10/11","Invited Lectures","","Reduction of ileal bile acid reabsorption using ASBT inhibitors: A novel approach for the treatment of hypercholesterolemia."
"Huff, Murray","Medicine","2001/12/05","Invited Lectures","","Regulation of hepatic cholesterol metabolism by orphan hormone nuclear receptors."
"Huff, Murray","Medicine","2002/03/18","Invited Lectures","","Art of Writing a Successful Research Grant."
"Huff, Murray","Medicine","2002/04/09","Invited Lectures","","Macrophage foam cell formation and atherosclerosis: regulation by activators of PPAR gamma and RXR."
"Huff, Murray","Medicine","2002/04/10","Invited Lectures","","New insights into lipoprotein metabolism."
"Huff, Murray","Medicine","2002/04/16","Invited Lectures","","New insights into lipoprotein metabolism."
"Huff, Murray","Medicine","2002/04/17","Invited Lectures","","New insights into lipoprotein metabolism."
"Huff, Murray","Medicine","2002/04/16","Invited Lectures","","Inhibition of the leal ASBT lowers LDL-cholesterol via upregulation of the LDL receptor."
"Huff, Murray","Medicine","2002/04/18","Invited Lectures","","Macrophage foam cell formation and atherosclerosis: regulation by activators of PPAR gamma and RXR."
"Huff, Murray","Medicine","2002/05/31","Invited Lectures","","New insights into the treatment of lipid disorders for the prevention of cardiovascular disease."
"Huff, Murray","Medicine","2002/06/06","Invited Lectures","","Inhibition of the ileal apical sodium-dependent bile acid co-transporter: Impact on plasma apoB kinetics and hepatic cholesterol homeostasis."
"Huff, Murray","Medicine","2002/06/12","Invited Lectures","","Bile acid and cholesterol absorption inhibitors."
"Huff, Murray","Medicine","2002/10/09","Invited Lectures","","Lipids & Atherosclerosis: New Insights."
"Huff, Murray","Medicine","2002/10/05","Invited Lectures","","Macrophage foam cell formation: Regulation by activators of PPARy and RXR."
"Huff, Murray","Medicine","2002/10/28","Invited Lectures","","Macrophage uptake of oxidized lipoproteins and atherosclerosis: A role for nuclear receptors?"
"Huff, Murray","Medicine","2002/12/18","Invited Lectures","","New treatments for lipid disorders."
"Huff, Murray","Medicine","2003/01/24","Invited Lectures","","Inhibition of HMGCoA reductase by atorvastatin enhances macrophage ABCA1-mediated cholesterol efflux through inhibition of geranylgeranylation of RhoA GTPase."
"Huff, Murray","Medicine","2003/01/24","Invited Lectures","","The combination of atorvastatin and an inhibitor of the apical sodium-dependent bile acid transporter markedly enhances plasma clearance of LDL apo B."
"Huff, Murray","Medicine","2003/05/20","Invited Lectures","","Regulation of Macrophage Foam Cell Formation by Nuclear hormone Receptors."
"Huff, Murray","Medicine","2003/05/21","Invited Lectures","","New Paradigms for the treatment of hypercholesterolemia: A role for cholesterol absorption inhibitors."
"Huff, Murray","Medicine","2003/06/04","Invited Lectures","","�New paradigms for the treatment of hypercholesterolemia: A role for cholesterol absorption inhibitors�."
"Huff, Murray","Medicine","2003/06/14","Invited Lectures","","Lipoprotein Metabolism and Atherosclerosis: Recent Developments."
"Huff, Murray","Medicine","2003/06/16","Invited Lectures","","Regulation of Macrophage Cholesterol Efflux through HMG-CoA reductase inhibition: A role for RhoA in ABCA1-mediated efflux."
"Huff, Murray","Medicine","2003/06/24","Invited Lectures","","New Treatments for hypercholesterolemia: A focus on cholesterol absorption."
"Huff, Murray","Medicine","2003/09/05","Invited Lectures","","Novel transporters and nuclear receptors in metabolism."
"Huff, Murray","Medicine","2003/09/05","Invited Lectures","","Novel mechanisms for regulating macrophage foam cell formation by LXR: Impact on atherosclerosis."
"Huff, Murray","Medicine","2003/09/10","Invited Lectures","","Paradigm shift in cholesterol management: Role for cholesterol absorption inhibitor Ezetimibe."
"Huff, Murray","Medicine","2003/09/15","Invited Lectures","","New treatments for hypercholesterolemia: A focus on the Intestine."
"Huff, Murray","Medicine","2003/09/17","Invited Lectures","","Lipoprotein Metabolism and Atherosclerosis: Recent Developments."
"Huff, Murray","Medicine","2003/09/19","Invited Lectures","","Enhanced synthesis of 24(S),25-epoxycholesterol, blocks macrophage foam cell formation."
"Huff, Murray","Medicine","2003/10/02","Invited Lectures","","New Paradigms for Treatment of Dyslipidemia: ASCOT & Ezetimibe � An Update."
"Huff, Murray","Medicine","2003/10/23","Invited Lectures","","Regulation of hepatocyte apoB secretion by the citrus flavonoid naringenin: activation of phosphatidylinositol 3-kinase independent of insulin receptor activation."
"Huff, Murray","Medicine","2003/10/31","Invited Lectures","","New Paradigms for the treatment of dyslipidemia: Discussion surrounding the new 2003 Canadian Dyslipidemia Guidelines."
"Huff, Murray","Medicine","2003/12/10","Invited Lectures","","Optimizing treatment of dyslipidemia associated with the metabolic syndrome."
"Huff, Murray","Medicine","2003/12/17","Invited Lectures","","Regulation of metabolism by nuclear hormone receptors: Implications for lipoprotein transport, diabetes and atherosclerosis."
"Huff, Murray","Medicine","2004/03/04","Invited Lectures","","Lipids & Atherosclerosis: New Insights."
"Huff, Murray","Medicine","2004/04/23","Invited Lectures","","The Mechanism of Action of Ezetimibe in Combination with Statins: Evidence from Animal Models."
"Huff, Murray","Medicine","2004/05/05","Invited Lectures","","Kinetics of apoB100 metabolism in miniature pigs following treatment with an inhibitor of 2,3- oxidosqualene cyclase: A novel cholesterol lowering agent."
"Huff, Murray","Medicine","2004/05/25","Invited Lectures","","The First Innovation in 15 years in Lowering Cholesterol: Ezetimibe Mode of Action and Clinical Experience."
"Huff, Murray","Medicine","2004/05/27","Invited Lectures","","Oxidosqualene Cyclase: A Novel Target for Dyslipidemia and Atherosclerosis."
"Huff, Murray","Medicine","2004/06/17","Invited Lectures","","Role of oxysterol synthesis in macrophage function."
"Huff, Murray","Medicine","2004/09/17","Invited Lectures","","Kinetics of ApoB100 metabolism following treatment with an inhibitor of 2,3-oxidosqualene:lanosterol cyclase: A novel cholesterol lowering agent."
"Huff, Murray","Medicine","2004/10/24","Invited Lectures","","A novel inhibitor of oxidosqualene cyclase decreases VLDL and LDL apoB100 through decreased CLDL production and enhanced LDL catabolism."
"Huff, Murray","Medicine","2004/11/08","Invited Lectures","","Therapies on the horizon for Atherosclerosis: ACAT Inhibitors."
"Huff, Murray","Medicine","2004/11/22","Invited Lectures","","Novel targets for the regulation of hepatic cholesterol hemeostasis: Impact on the kinetics of apoB100 metabolism in vivo."
"Huff, Murray","Medicine","2004/12/01","Invited Lectures","","Regulation of hepatic cholesterol metabolism in vivo: A role for LXR activation in the treatment of dyslipidemia."
"Huff, Murray","Medicine","2004/12/15","Invited Lectures","","Key Lipid Highlights � AHA 2004 and DALM 2004."
"Huff, Murray","Medicine","2005/02/08","Invited Lectures","","Regulation of hepatocyte apoB secretion by the citrus flavonoid naringenin through activation of insulin signalling cascades."
"Huff, Murray","Medicine","2005/04/19","Invited Lectures","","The route to break-throughs in cardiovascular research."
"Huff, Murray","Medicine","2005/04/28","Invited Lectures","","A novel inhibitor of oxidosqualene:lanosterol cyclase enhances LDL apoB100 catabolism through decreased hepatic cholesterol synthesis and enhanced expression of intestinal ABCG5 and ABCG8."
"Huff, Murray","Medicine","2005/06/03","Invited Lectures","","Ezetimibe reveals novel players critical for cholesterol absorption and regulation of cholesterol homeostasis."
"Huff, Murray","Medicine","2005/06/04","Invited Lectures","","Hyperlipidemias: LDL targets and treatments."
"Huff, Murray","Medicine","2005/06/10","Invited Lectures","","Regulation of hepatocyte apoB secretion by citrus flavonoids through activation of insulin signaling cascades: Implications for modulating insulin resistance."
"Huff, Murray","Medicine","2005/06/14","Invited Lectures","","Novel targets for the regulation of hepatic cholesterol homeostasis: Impact on the kinetics of apoB100 metabolism in vivo."
"Huff, Murray","Medicine","2005/06/15","Invited Lectures","","Role of endogenous oxysterol synthesis in macrophage foam cell formation."
"Huff, Murray","Medicine","2005/10/24","Invited Lectures","","Inhibition of macrophage foam cell formation through selective activation of the liver X receptor."
"Huff, Murray","Medicine","2005/12/15","Invited Lectures","","Overview of cholesterol absorption inhibition and mechanism of action of Ezetimibe."
"Huff, Murray","Medicine","2006/04/26","Invited Lectures","","Using the kinetics of apoB100 metabolism to reveal the mechanism of action of ezetimibe plus simvastatin in miniature pigs."
"Huff, Murray","Medicine","2006/04/05","Invited Lectures","","Intestinal Cholesterol Absorption as a Therapeutic Target for the Treatment of Dyslipidemia."
"Huff, Murray","Medicine","2006/05/23","Invited Lectures","","Flavonoids inhibit hepatic apoB secretion through activation of insulin signalling cascades."
"Huff, Murray","Medicine","2006/07/05","Invited Lectures","","Selective activation of LXR-regulated genes by endogenous oxysterols in macrophages."
"Huff, Murray","Medicine","2006/09/08","Invited Lectures","","Discoveries in Cardiovascular Research Make a Difference."
"Huff, Murray","Medicine","2006/10/11","Invited Lectures","","Lipoprotein metabolism in the metabolic syndrome: Approaches to treatment."
"Huff, Murray","Medicine","2006/10/18","Invited Lectures","","Intestinal cholesterol absorption as a target for reduction of cardiovascular risk."
"Huff, Murray","Medicine","2006/10/30","Invited Lectures","","Regulation of hepatic lipoprotein secretion and glucose homeostasis by citrus flavonoids by activation of insulin signaling."
"Huff, Murray","Medicine","2006/12/04","Invited Lectures","","Achieving current guidelines for LDL-cholesterol reduction: The role of combination therapy."
"Huff, Murray","Medicine","2006/12/06","Invited Lectures","","Regulation of hepatic lipoprotein metabolism in states of insulin resistance."
"Huff, Murray","Medicine","2006/12/13","Invited Lectures","","New lipid guidelines, combination therapy and an update on ezetimibe."
"Huff, Murray","Medicine","2007/02/12","Invited Lectures","","Intestinal cholesterol absorption as a target for reduction of cardiovascular risk."
"Huff, Murray","Medicine","2007/02/13","Invited Lectures","","Achieving current guidelines for LDL-cholesterol reduction: The role of combination therapy."
"Huff, Murray","Medicine","2007/04/02","Invited Lectures","","Nuclear Hormone Receptors in the regulation of lipid and glucose metabolism."
"Huff, Murray","Medicine","2007/04/29","Invited Lectures","","Citrus flavonoids and their actions in lipid metabolism."
"Huff, Murray","Medicine","2007/05/05","Invited Lectures","","Attenuation of dyslipidemia, hyperglycemia, insulin resistance and obesity in LDL receptor deficient mice by citrus flavonoids."
"Huff, Murray","Medicine","2007/06/15","Invited Lectures","","Achieving current guidelines for LDL cholesterol reduction: Role of combination therapy."
"Huff, Murray","Medicine","2007/08/10","Invited Lectures","","Post-Prandial Lipemia: CV Implications, Diagnosis Strategies and Treatment Options."
"Huff, Murray","Medicine","2007/09/07","Invited Lectures","","Attenuation of dyslipidemia, hyperglycemia, insulin resistance and obesity through metabolic reprogramming by citrus flavonoids."
"Huff, Murray","Medicine","2007/09/19","Invited Lectures","","Update in the management of hypercholesterolemia."
"Huff, Murray","Medicine","2007/09/17","Invited Lectures","","Achieving current guidelines for LDL cholesterol reduction: Role of combination therapy."
"Huff, Murray","Medicine","2007/09/20","Invited Lectures","","Using the Kinetics of ApoB100 Metabolism to reveal the mechanism of action of ezetimibe plus simvastatin in miniature pigs."
"Huff, Murray","Medicine","2007/10/09","Invited Lectures","","Attenuation of dyslipidemia, hyperglycemia, insulin resistance and obesity through metabolic reprogramming by citrus flavonoids."
"Huff, Murray","Medicine","2007/11/10","Invited Lectures","","NPC1L1 � A critical appraisal."
"Huff, Murray","Medicine","2007/12/05","Invited Lectures","","Lipoprotein metabolism and insulin resistance."
"Huff, Murray","Medicine","2008/04/16","Invited Lectures","","Robert I Levy Award Lecture: Lipoprotein kinetics reveals the mechanism of action of lipid modifying drugs: Insights from cultured cells and animal models."
"Brown, James","Medicine","1984/12","Invited Lectures","Invited Lecturer","Evidence for cardiac beta-2 adrenoceptors in man."
"Brown, James","Medicine","1985/11","Invited Lectures","Invited Lecturer","Congestive heart failure: Diagnostic and therapeutic considerations."
"Brown, James","Medicine","1987/05","Invited Lectures","Invited Lecturer","Antiarrhythmics: Effective, but beneficial?"
"Brown, James","Medicine","1988/10","Invited Lectures","Invited Lecturer","Hypertension update: Drug interactions and cardiology drugs."
"Brown, James","Medicine","1990/05","Invited Lectures","Invited Lecturer","Coronary heart disease risk factors in perspective."
"Brown, James","Medicine","1990/05","Invited Lectures","Invited Lecturer","An update on the pharmacologic therapy of angina pectoris."
"Brown, James","Medicine","1990/05","Invited Lectures","Invited Lecturer","The pharmacologic therapy of lipid disorders."
"Brown, James","Medicine","1990/05","Invited Lectures","Invited Lecturer","Antiarrhythmic drug therapy - Is the treatment worse than the cure?"
"Brown, James","Medicine","1990/05","Invited Lectures","Invited Lecturer","Symposium Presentation: Hypertension."
"Brown, James","Medicine","1991/05","Invited Lectures","Invited Lecturer","Adjunctive therapy of acute myocardial infarction in the thrombolytic era."
"Brown, James","Medicine","1995/05","Invited Lectures","Invited Lecturer","Gender issues with ischemic heart disease."
"Brown, James","Medicine","1996/05","Invited Lectures","Invited Lecturer","The cardiovascular system."
"Brown, James","Medicine","1998/02","Invited Lectures","Invited Lecturer","Angiotensin II antagonists."
"Hegele, Robert","Medicine","2007/09/28","Invited Lectures","Invited Lecturer","�What is new at the leading edge in genetics?�"
"Hegele, Robert","Medicine","2007/10/21","Invited Lectures","Invited Lecturer","�Managing cardiometabolic complexitites: Will new treatment strategies improve health outcomes?�"
"Hegele, Robert","Medicine","2007/11/29","Invited Lectures","Invited Lecturer","�The genetics of lipodystrophy and dyslipidemias."""
"Hegele, Robert","Medicine","2008/02/23","Invited Lectures","Invited Lecturer","�What�s new in HDL/Cholesterol?�"
"Hegele, Robert","Medicine","2008/03/16","Invited Lectures","Invited Lecturer","�Putting science into practice: Comprehensive patient lipid management."""
"Hegele, Robert","Medicine","2008/04/15","Invited Lectures","Invited Lecturer","�The human genome and complex metabolic diseases of adulthood."""
"Hegele, Robert","Medicine","2008/04/23","Invited Lectures","Invited Lecturer","�The fat of the land: Lipid lowering drugs in 2008.�"
"Hegele, Robert","Medicine","2008/04/30","Invited Lectures","Invited Lecturer","�New options in glycemic control: The role of DPP-4 inhibition and incretin based therapeutics.�"
"Hegele, Robert","Medicine","2007/11/07","Invited Lectures","Invited Lecturer","�An update from the world of lipids."""
"Hegele, Robert","Medicine","2007/11/08","Invited Lectures","Invited Lecturer","�Genomics and metabolic phenotypes."""
"Hegele, Robert","Medicine","2007/11/08","Invited Lectures","Invited Lecturer","�Dyslipidemia: Where are we going in 2008?�"
"Hegele, Robert","Medicine","2007/11/08","Invited Lectures","Invited Lecturer","�Lipids and Genetics."""
"Hegele, Robert","Medicine","2008/02/11","Invited Lectures","Invited Lecturer","�New approaches in the treatment of Type 2 Diabetes."""
"Hegele, Robert","Medicine","2008/02/23","Invited Lectures","Invited Lecturer","�What�s new in HDL cholesterol?�"
"Hegele, Robert","Medicine","2008/03/05","Invited Lectures","Invited Lecturer","�New options in glycemic control: The role of DPP-4 inhibition and incretin based therapeutics."""
"Hegele, Robert","Medicine","2008/04/16","Invited Lectures","Invited Lecturer","�Lipid update from the American College of Cardiology Conference (ACC).�"
"Hegele, Robert","Medicine","2008/04/21","Invited Lectures","Invited Lecturer","�Update from the world of lipids.�"
"Hegele, Robert","Medicine","2008/05/14","Invited Lectures","Invited Lecturer","�New developments in the world of lipids.�"
"Hegele, Robert","Medicine","2008/05/15","Invited Lectures","Invited Lecturer","�New developments in the world of lipids.�"
"Jablonsky, George","Medicine","1981/10","Invited Lectures","","Exercise Testing Early Post Myocardial Infarct"
"Jablonsky, George","Medicine","1982/04/13","Invited Lectures","","Management of the Early Post-Infarct Patient"
"Jablonsky, George","Medicine","1982/05/19","Invited Lectures","","Should the Post?Infarct Patient Undergo Early Exercise Testing? - Debate"
"Jablonsky, George","Medicine","1982/05/06","Invited Lectures","","Symposium on Calcium Antagonists"
"Jablonsky, George","Medicine","1982/05","Invited Lectures","","Intracoronary Thrombolysis Utilizing Streptokinase"
"Jablonsky, George","Medicine","1982/06/03","Invited Lectures","","Calcium Antagonists - An Update"
"Jablonsky, George","Medicine","1982/10/06","Invited Lectures","","Prevention of Recurrent Myocardial Infarction"
"Jablonsky, George","Medicine","1982/11/12","Invited Lectures","","Management of Ischemic Events"
"Jablonsky, George","Medicine","1983/01/26","Invited Lectures","","The Role of Calcium Antagonists in General Practice"
"Jablonsky, George","Medicine","1983/02/16","Invited Lectures","","The Role of Calcium Antagonists in General Practice"
"Jablonsky, George","Medicine","1983/04/07","Invited Lectures","","Aggressive Management of Acute Myocardial Infarction ? Streptokinase, IV Nitroglycerine"
"Jablonsky, George","Medicine","1983/05/17","Invited Lectures","","Beta Blockers in Coronary Artery Disease:1. The Hypertensive Patient 2. The PMI Patient"
"Jablonsky, George","Medicine","1983/07/20","Invited Lectures","","Calcium Slow Channel Blockers"
"Jablonsky, George","Medicine","1983/11/30","Invited Lectures","","Calcium Slow Channel Blockers"
"Jablonsky, George","Medicine","1983/12/07","Invited Lectures","","Management of Acute Ischemic Events and the Post?Infarct Patient"
"Jablonsky, George","Medicine","1984/03/21","Invited Lectures","","The Role of Calcium Channel Entry Blockers in Ischemic Heart Disease"
"Jablonsky, George","Medicine","1984/04/10","Invited Lectures","","The Family Physician and the Ischemic Heart Disease Patient"
"Jablonsky, George","Medicine","1984/04/25","Invited Lectures","","Evolving Concepts in Hemodynamic Monitoring of Acute Myocardial Infarction"
"Jablonsky, George","Medicine","1984/06/29","Invited Lectures","","Advances in Interventional Cardioangiography - Thrombolysis in Acute Myocardial Infarction and Percutaneous Transluminal Coronary Angioplasty"
"Jablonsky, George","Medicine","1984/07/25","Invited Lectures","","Cardioprotection: A 1984 Perspective"
"Jablonsky, George","Medicine","1984/10/19","Invited Lectures","","Management of the Post Myocardial Infarction Patient"
"Jablonsky, George","Medicine","1984/11/21","Invited Lectures","","Management of Myocardial Infarction"
"Jablonsky, George","Medicine","1985/03/01","Invited Lectures","","Management of Post Myocardial Infarction: Transition from C.C.U. to Home"
"Jablonsky, George","Medicine","1985/05/22","Invited Lectures","","Angina Pectoris - Which Therapy to Choose?"
"Jablonsky, George","Medicine","1985/05/29","Invited Lectures","","PMI-Transition from C.C.U. to Home"
"Jablonsky, George","Medicine","1985/09/18","Invited Lectures","","Clinical Consideration in Coronary Artery Disease"
"Jablonsky, George","Medicine","1985/10/03","Invited Lectures","","Current Concepts: Calcium Blockers and the Treatment of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1985/11/21","Invited Lectures","","Current Concepts in the Management of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1986/01/10","Invited Lectures","","Aspirin is Good for Heartache not just Headache"
"Jablonsky, George","Medicine","1986/02/21","Invited Lectures","","Current Concepts in the Management of Coronary Artery Disease"
"Jablonsky, George","Medicine","1986/03/23","Invited Lectures","","Update in Medicine 1986"
"Jablonsky, George","Medicine","1986/04/26","Invited Lectures","","Pathophysiology of Cardiovascular Disease"
"Jablonsky, George","Medicine","1986/05/08","Invited Lectures","","Current Concepts in the Treatment of Congestive Heart Failure"
"Jablonsky, George","Medicine","1986/05/10","Invited Lectures","","Management of the Post Myocardial Infarct Patient"
"Jablonsky, George","Medicine","1986/10/30","Invited Lectures","","The Use of Calcium Channel Blockers in the Management of IHD"
"Jablonsky, George","Medicine","1987/03/25","Invited Lectures","","The Evolving Role of Betablockers"
"Jablonsky, George","Medicine","1997/09/17","Invited Lectures","","The Canadian Multi-Link Experience"
"Jablonsky, George","Medicine","1998/07/24","Invited Lectures","","New Insights in the Management of Acute Coronary Syndromes"
"Jablonsky, George","Medicine","2000/10/18","Invited Lectures","","Current Medical and Surgical Management of Coronary Artery Disease"
"Jablonsky, George","Medicine","2007/10/20","Invited Lectures","","20th Annual Controversies in Interventional Cardiology Workshop"
"Jablonsky, George","Medicine","1987/04/25","Invited Lectures","","Prophylactic Drugs after Myocardial Infarction: Discriminate Use"
"Jablonsky, George","Medicine","1987/05/01","Invited Lectures","","Management of Ischemic Heart Disease"
"Jablonsky, George","Medicine","1987/06/24","Invited Lectures","","Risk Factors in Atherosclerosis"
"Jablonsky, George","Medicine","1987/08/26","Invited Lectures","","Treatment of Angina & Co-existing Disease"
"Jablonsky, George","Medicine","1987/11/04","Invited Lectures","","IHD Management, Acute & Post MI Medical Therapies"
"Jablonsky, George","Medicine","1987/12/02","Invited Lectures","","Management of the MI Patient , Ontario December 2, 1987"
"Jablonsky, George","Medicine","1987/12/09","Invited Lectures","","Treating Hypertension in the 80's"
"Jablonsky, George","Medicine","1988/01/20","Invited Lectures","","The Treatment of Angina with Coexistent Hypertension, January 20, 1988"
"Jablonsky, George","Medicine","1988/02/11","Invited Lectures","","Treatment of Angina and Hypertension in the 80's, February 11, 1988"
"Jablonsky, George","Medicine","1988/03/22","Invited Lectures","","The Treatment of Angina and Co-existent Disease, March 22, 1988"
"Jablonsky, George","Medicine","1988/03/24","Invited Lectures","","The use of Non-Ionic Contrast Media in Cardioangiography"
