Member Name,Primary Domain,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Title,Principal Investigator,Co-Investigators,Total Amount
"Wells, Jennie","Medicine","2004/01","2006/01","Clinical Trials","Funded","True","True","Site Investigator","Phase III Multi-centre, Randomized, Double-Blind, Placebo-Controlled Study of the Effect of Daily Treatment with MPC-7869 on Measures of Cognitive and Global Function in Subjects with Mild to Moderate Dementia of the Alzheimer’s Type.","Borrie MJ (Site principle investigator)","Wells JL (site co-investigator), Borrie MJ","$12,284,912.00"
"Wells, Jennie","Medicine","2006","2007","Grants","Funded","True","False","Co-Investigator","Mandated Geriatric Rehabilitation Outcome Reporting in Ontario: Assessing and Enhancing Comprehensiveness.","Egan M (co-PI), Connelly D (co-PI)","Wells J, Mackenzie R","$55,926,889.00"
"Wells, Jennie","Medicine","2005","2007","Grants","Funded","True","False","Co-Investigator","Rehabilitating Patients with Dementia who have had a Hip Fracture","McGilton K","Wells J, Davis A, Rochon E, Calabrese S, Teare G, Naglie G, Biscardi M.","$48,820,344.00"
"Wells, Jennie","Medicine","2005/01","2006/01","Grants","Funded","True","False","Principal Site Investigator","InfoRehab: Better Information for Better MSK Health and Quality of Life for Older Persons.","Stolee P","Berg K, Borrie, MJ, Chesworth BM, Cook RJ, Egan My, Hirdes JP, Jaglal SB, Joiner IC, McKillop I, Wells JL, Zhu Mu.","$31,954,573.00"
"Wells, Jennie","Medicine","2004/01","2005/01","Clinical Trials","Funded","True","True","Site Investigator","Efficacy of 15 mg and 50 mg of S18986 on cognitive symptoms in Mild Cognitive Impairment patients treated over a 2-months oral administration period – an international multicentre, 3 parallel groups, randomized, double blind, placebo-controlled phase II study.","Wells J","","$13,926,873.00"
"Wells, Jennie","Medicine","2006/01","2007/10","Clinical Trials","Funded","True","True","Co-Investigator","An Open-label Extension Study Examining the Safety and Tolerability of Memantine in Patients with Moderate to Severe Dementia of the Alzheimer’s type, having completed study No.19158 (Study No.10252).","Borrie M.","Wells JL, Borrie MJ","$9,464,912.00"
"Wells, Jennie","Medicine","2004/01","2008/02","Clinical Trials","Funded","True","True","Co-Investigator","EFC 2946 Alzheimer Study: A randomized, multi-centre, double-blind, placebo-controlled, 18-month study of efficacy of Xaliproden in patients with Mild to Moderate Dementia of Alzheimer’s type.","Borrie M.","Wells JL, Borrie MJ","$28,608,007.00"
"Wells, Jennie","Medicine","2005/07","2008/06","Clinical Trials","Funded","True","True","Co-Investigator","Longitudinal Imaging Substudy of GenADA","Borrie MJ","Bartha R, Smith M, Wells JL, Borrie MJ","$71,965,592.00"
"Wells, Jennie","Medicine","2004/09","2007/09","Grants","Funded","True","False","Co-Investigator","Markers for the Progression from Mild Cognitive Impairment to Alzheimer disease.","Borrie MJ","Borrie MJ, Smith M, Bartha R, Lee T, Murtha S, Wells JL, Stolee P, Rylet J.","$18,664,768.00"
"Wells, Jennie","Medicine","2004/01","2008/01","Clinical Trials","Funded","True","True","Co-Investigator","A phase III study of the efficacy and safety of Alzhemed in patients with mild to moderate Alzheimer disease","Borrie MJ","Wells JL, Borrie MJ","$17,055,794.00"
"Wells, Jennie","Medicine","2004/06","2007/05","Clinical Trials","Funded","True","True","Co-Investigator","A double-blind phase II safety and efficacy evaluation of ONO-2506PO in patients with mild to moderate Alzheimer disease.","Borrie MJ","Wells JL","$1,158,576.00"
"Wells, Jennie","Medicine","2004/01","2005/01","Clinical Trials","Funded","True","True","Co-Investigator","Long-term extension of phase II study EFC5286 of SR57667B in patients with mild to moderate Alzheimer disease (LTS5283).","Borrie MJ","Wells JL (site co-investigator).","$65,513,297.00"
"Wells, Jennie","Medicine","2005/07","2008/06","Clinical Trials","Funded","True","True","Co-Investigator","Neuroimaging component of Genotype-Phenotype associations in Alzheimer disease, 1.5 T substudy of GenADA Long","Borrie MJ","Wells JL, Borrie MJ","$67,360,965.00"
"Wells, Jennie","Medicine","2004/01","2006/01","Grants","Funded","True","False","Co-Investigator","Alzheimer Disease Neuroimaging Initiative (ADNI-024)","Borrie MJ","Borrie MJ, Wells JL","$70,400,042.00"
"Wells, Jennie","Medicine","2005/01","2008/12","Grants","Funded","True","False","Co-Investigator","4.0 Tesla 1H Magnetic Resonance Spectroscopy as a marker of Alzheimer Disease status and progression.","Borrie MJ","Wells JL","$53,931,003.00"
"Wells, Jennie","Medicine","2004/01","2008/01","Clinical Trials","Funded","True","True","Co-Investigator","NeuroImaging component of genotype-phenotype associations in Alzheimer Disease – 4.0T substudy of GenADA","Borrie MJ","Wells JL, Borrie MJ","$74,476,151.00"
"Wells, Jennie","Medicine","2004/09","2005/12","Clinical Trials","Funded","True","True","Co-Investigator","A Randomized, Double-Blind, Parallel-Group Study Examining the Efficacy and Safety of Memantine on Behavioural symptoms in Patients with Moderate to Severe Dementia of the Alzheimer's Type. (Study No. 10158)","Borrie MJ","Borrie MJ, Wells JL","$19,144,413.00"
"Wells, Jennie","Medicine","2003/01","2005/01","Clinical Trials","Funded","True","True","Co-Investigator","Phase II Multi-centre, Randomized, Double-Blind, Placebo-Controlled Study of the Effect of Daily Treatment with MPC-7869 on Measures of Cognitive and Global Function in Subjects with Mild to Moderate Dementia of the Alzheimer’s Type.","Borrie MJ (Site principle investigator)","Wells JL (co-investigator)","$33,963,192.00"
"Wells, Jennie","Medicine","2003/08","2005/08","Clinical Trials","Funded","True","True","Co-Investigator","An Open-Label Extension Study to Assess the Long-Term Safety and Tolerability of Galantamine HBr in the Treatment of Mild Cognitive Impairment.","Borrie MJ","Borrie MJ , Wells JL","$26,197,523.00"
"Wells, Jennie","Medicine","2003/01","2005/01","Clinical Trials","Funded","True","True","Co-Investigator","A Phase II Double-Blind, Randomized, Dose-Ranging, Placebo-Controlled, Multi center, Safety and Efficacy Evaluation of Three Doses of NS 2330 in Patients with Mild to Moderate Dementia of the Alzheimer's Type.","Borrie MJ","Borrie MJ , Wells JL","$8,248,190.00"
"Wells, Jennie","Medicine","2003/05","2005/01","Clinical Trials","Funded","True","True","Co-Investigator","Multi-Site Collaborative Study for Genotype-Phenotype Associations in Alzheimer's disease (GenADA).","Borrie MJ","Borrie MJ , Wells JL","$14,697,058.00"
"Wells, Jennie","Medicine","2003/03","2004/11","Clinical Trials","Funded","True","True","Co-Investigator","A Phase II, Multicenter, Multinational, Randomized, Double-Blind, Placebo-controlled, Efficacy, Safety, and Tolerability Study of SR57667B in Patients with Mild-to-Moderate Alzheimer's Disease.","Borrie MJ","Borrie MJ, Wells JL","$58,364,755.00"
"Wells, Jennie","Medicine","2002/09","2005/09","Grants","Funded","True","False","Co-Investigator","The Canadian Alzheimer's Disease Quality of Life Study (CADQOL)","Borrie MJ","Borrie MJ, Wells JL","$16,994,075.00"
"Wells, Jennie","Medicine","2003/05","2004/04","Clinical Trials","Funded","True","True","Co-Investigator","An 80-Week, Randomized, Multi-Center, Parallel-group, Double-blind Study of the Efficacy and Safety of Atorvastatin 80 mg Plus an Acetylcholinesterase Inhibitor Versus an Acetylcholinesterase Inhibitor Alone in the Treatment of Mild to Moderate Alzheimer’s Disease.","Borrie MJ","Borrie MJ, Wells JL","$43,730,813.00"
"Wells, Jennie","Medicine","2005/01","2008/12","Clinical Trials","Funded","True","True","Co-Investigator","Multi-site Collaborative Study for Genotype-Phenotype Associations in Alzhiemer Disease Longitudinal Follow-up (Genetic Alzheimer Disease Associations Longitudinal (GenADA Long).","Borrie MJ","Wells JL, Borrie MJ","$49,276,243.00"
"Wells, Jennie","Medicine","2002/01","2003/01","Clinical Trials","Funded","True","True","Co-Investigator","Extend Program. Participant in recruiting for this observational, nonrandomized trial assessing the success of switching patients to Exelon.","Borrie MJ","Wells JL, Borrie MJ","$66,845,246.00"
"Wells, Jennie","Medicine","2001/08","2003/08","Grants","Funded","True","False","Co-Investigator","Synthesis Research in Geriatric Rehabilitation.","Borrie, MJ","Borrie MJ, Stolee P, Wells JL, Knoefel F.","$22,842,001.00"
"Wells, Jennie","Medicine","2001/01","2004/01","Clinical Trials","Funded","True","True","Co-Investigator","A Randomized, 26 week, Double-blind, placebo-controlled Trial to evaluate the Efficacy and Safety of Galantamine in the treatment of dementia secondary to cerebrovascular Disease. (GAL-INT-26).","Borrie MJ","Wells JL, Borrie MJ","$49,823,086.00"
"Wells, Jennie","Medicine","2001/04","2003/04","Clinical Trials","Funded","True","True","Co-Investigator","A Randomized, Double blind placebo-controlled trial to Evaluate the Efficacy and Safety of Galantamine in Subjects with Mild Cognitive Impairment Clinically at Risk for development Probable Alzheimer’s Type Dementia (GAL-INT-18).","Borrie MJ","Wells JL, Borrie MJ","$23,639,373.00"
"Wells, Jennie","Medicine","2000/01","2001/01","Clinical Trials","Funded","True","True","Principal Site Investigator","A Phase III, Multi-centre, Randomized, Controlled, Double-Blind, Parallel Group Clinical Trial of Synsorb Cd for the Treatment of Recurrent C. difficile-Associated Disease.","Wells JL","Brymer CD, Crilly RG, Diachun LL, Hurwitz JS.","$35,629,596.00"
"Wells, Jennie","Medicine","1999/01","2000/01","Grants","Funded","True","False","Co-Investigator","A Randomized Controlled Trial of Anti-Chlamydia Antibiotic Therapy for Patients with Alzheimer’s Disease.","Molloy W","Borrie MJ, Wells JL et al.","$45,461,483.00"
"Wells, Jennie","Medicine","1999/01","2000/01","Clinical Trials","Funded","True","True","Co-Investigator","A Multi-centre, Randomized, Double-blind, Placebo-controlled Dose-ranging Study to Evaluate once daily dose of Neotrofin (AIT-082) over 24 weeks in Patients with Probable Alzheimer’s Disease of Mild to Moderate Severity.","Molloy W","Borrie MJ, Wells JL et al.","$27,248,692.00"
"Wells, Jennie","Medicine","2000/01","2007/01","Clinical Trials","Funded","True","True","Co-Investigator","Canadian Outcome Study of Dementia (COSID). (Multi-centre trial)","Borrie MJ","Wells JL et al.","$41,606,464.00"
"Wells, Jennie","Medicine","2000/07","2002/07","Clinical Trials","Funded","True","True","Co-Investigator","Long-term Safety and Efficacy of Galantamine in the Treatment of Vascular or Mixed Dementia (Multi-centre trial) (GAL-INT-14)","Borrie MJ","Borrie MJ, Wells JL et al.","$57,122,042.00"
"Wells, Jennie","Medicine","1999/01","2000/01","Clinical Trials","Funded","True","True","Co-Investigator","A Multi-centre, Randomized, Double-blind, Placebo-controlled Trial of Neotrofin (AIT-082) in Patients with Moderate to Mild Alzheimer’s Type Dementia.","Molloy W","Borrie MJ, Wells JL et al (Co-investigator)","$23,491,383.00"
"Wells, Jennie","Medicine","1997/01","1998/01","Clinical Trials","Funded","True","True","Co-Investigator","A Multi-centre, Randomized, Double-blind, Placebo-controlled Evaluation of the Safety and Efficacy of Donepezil Hydrochloride (E2020) in Patients with Moderate to Moderately Severe Alzheimer’s Disease followed by an Open Label Treatment Phase.","Borrie MJ","Borrie MJ, Rabheru K, Wells JL","$53,598,786.00"
"Wells, Jennie","Medicine","1997/01","1999/01","Clinical Trials","Funded","True","True","Co-Investigator","A Compassionate Use Program of Donepezil Hydrochloride (E2020) in Patients with Alzheimer’s Disease.","Borrie MJ","Borrie MJ, Rabheru K, Wells JL.","$44,729,144.00"
"Wells, Jennie","Medicine","1997/01","1998/01","Clinical Trials","Funded","True","True","Co-Investigator","A Phase III Clinical Trial of the Safety and Efficacy of Cerebrolysin in Alzheimer’s Disease.","Borrie MJ","Borrie MJ, Rabheru K, Wells JL.","$13,498,832.00"
"Wells, Jennie","Medicine","1998/01","1998/01","Clinical Trials","Funded","True","True","Co-Investigator","An Open-labelled Clinical Trial of Propentofylline for patients with Alzheimer’s Disease or Multi-infarct Dementia.","Borrie MJ","Borrie MJ, Wells JL","$32,158,293.00"
"Wells, Jennie","Medicine","1998","1998","Clinical Trials","Funded","True","True","Co-Investigator","A Double blind Phase III Clinical Trial of Galantamine in Mixed-Vascular Dementia. (Gal-Int-6)","Borrie MJ","Wells JL.","$45,713,673.00"
"Wells, Jennie","Medicine","1998","1998","Grants","Funded","True","False","Principal Investigator","A Novel Clinical Pharmacy Experience for Third Year Medical Students.","Wells JL","Borrie MJ, Brymer CD, Crilly RG.","$4,454,387.00"
"Wells, Jennie","Medicine","1998","","Grants","Funded","False","False","Principal Investigator","Use of Alternative Medication in Community-dwelling Well-elderly in London, Ontario.","Wells JL","Martin J.","$40,656,776.00"
"Wells, Jennie","Medicine","1998","","Grants","Funded","False","False","Collaborator","The Frail Elderly Study.","Brymer CD","Wells JL, et al.","$52,463,253.00"
"Mehta, Sanjay","Medicine","1993/07","1994/06","Grants","Funded","True","False","Co-Applicant","The regulation of pulmonary vascular tone by the L-arginine-nitric oxide pathway.","RD Levy S Mehta","","$18,112,136.00"
"Mehta, Sanjay","Medicine","1997","1997/06","Grants","Funded","True","False","Principal Investigator","The Therapeutic effects of exogenous NO and surfactant in an animal model of acute bacterial pneumonia.","S. Mehta","","$64,910,696.00"
"Mehta, Sanjay","Medicine","1997/07","1998/06","Grants","Funded","True","False","Principal Investigator","Modulation of pulmonary inflammation by endogenous NO surfactant in an animal model of diffuse pneumonia. Grant-in-Aid.","S Mehta JF Lewis DG McCormack","","$67,399,874.00"
"Mehta, Sanjay","Medicine","1998","1998/06","Grants","Funded","True","False","Principal Investigator","Elucidation of the mechanisms of the systemic effects of inhaled NO.","S. Mehta","","$31,917,715.00"
"Mehta, Sanjay","Medicine","1998/07","1999/06","Grants","Funded","True","False","Principal Investigator","Therapeutic effect of NO donors in a rat model of lung injury. Grant-in-Aid.","S Mehta DG McCormack","","$59,521,763.00"
"Mehta, Sanjay","Medicine","1998/07","2001/06","Grants","Funded","True","False","Principal Investigator","Modulation of the adverse effects of endogenous NO overproduction in lung injury","S Mehta","","$69,648,044.00"
"Mahon, Jeffrey","Medicine","1994","1996","Clinical Trials","Funded","True","False","Co-Principal Investigator","Screening and prevention for insulin-dependent diabetes mellitus","John Dupre","","$19,983,578.00"
"Mahon, Jeffrey","Medicine","1994","1997","Clinical Trials","Funded","True","False","Co-Principal Investigator","The efficacy and cost-effectiveness of N of 1 studies compared to standard treatment with NSAIDs in osteoarthritis","Janet Pope, Jeffrey Mahon","","$769,818.00"
"Mahon, Jeffrey","Medicine","1994","1997","Clinical Trials","Funded","True","False","Principal Investigator","The cost and consequences of awaiting elective total hip replacement","Jeffrey Mahon","","$49,148,163.00"
"Mahon, Jeffrey","Medicine","1994","1997","Clinical Trials","Funded","True","False","Site Investigator","Propranolol for small abdominal aortic aneurysms","Andreas Laupacis","","$6,666,259.00"
"Mahon, Jeffrey","Medicine","1996","1999","Clinical Trials","Funded","True","False","Co-Principal Investigator","Screening and prevention of insulin dependent diabetes mellitus","Jeffrey Mahon, John Dupre","","$37,686,558.00"
"Mahon, Jeffrey","Medicine","1996","2001","Clinical Trials","Funded","True","False","Co-Investigator","Genetics of human diabetic autoimmunity","Leigh Field","","$48,070,628.00"
"Mahon, Jeffrey","Medicine","1999","2001","Clinical Trials","Funded","True","False","Co-Investigator","Facilitating the transition from pediatric to adult care:an intervention study with adolescents with type 1 diabetes mellitus","Grace Bradish, Leah-Anne Craig","","$52,836,383.00"
"Mahon, Jeffrey","Medicine","1998","1998","Clinical Trials","Funded","True","False","Co-Investigator","A randomized comparison of traditional and systematic reviews as guides to therapeutic decisions","John McDonald","","$7,022,220.00"
"Mahon, Jeffrey","Medicine","1999","2000","Clinical Trials","Funded","True","False","Principal Site Investigator","The Diabetes Prevention Trial-Type 1(DPT-1)","Jay Skyler","","$53,873,888.00"
"Mahon, Jeffrey","Medicine","2001","2003","Clinical Trials","Funded","True","False","Principal Investigator","A prospective cohort study of latent autoimmune diabetes of adulthood in Canada","Jeffrey Mahon","","$16,622,944.00"
"Mahon, Jeffrey","Medicine","2003","2005","Clinical Trials","Funded","True","False","Co-Investigator","Long-term risk of abnormal glucose homeostasis after E.coli 0157:H7 gastroenteritis: The Walkerton Health Study","Rita Suri","","$62,180,256.00"
"Mahon, Jeffrey","Medicine","2001/07","2009","Clinical Trials","Funded","True","False","Co-Investigator","Trial to reduce IDDM in the genetically at risk","John Dupre","","$64,017,468.00"
"Mahon, Jeffrey","Medicine","2001","2007","Clinical Trials","Funded","True","False","Co-Investigator","TrialNet: The impact of GAD on preservation of beta-cell function","Diane Wherrett","","$27,797,496.00"
"Mehta, Sanjay","Medicine","1998/07","2003/06","Grants","Funded","True","False","Principal Investigator","Modulation of the adverse effects of endogenous NO overproduction in lung injury.","S Mehta","","$13,322,963.00"
"Mehta, Sanjay","Medicine","1999","1999/06","Grants","Funded","True","False","Principal Investigator","Regulation of Nitric Oxide Synthase mRNA and protein expression in animal models of lung injury.","S Mehta","","$4,565,159.00"
"Mehta, Sanjay","Medicine","1999/07","2000/06","Grants","Funded","True","False","Principal Investigator","Adverse effects of nitric oxide overproduction in lung injury. Grant-in-Aid.","S Mehta","","$6,646,181.00"
"Mehta, Sanjay","Medicine","2000","2000/06","Grants","Funded","True","False","Principal Investigator","Cellular source-specific NO production modulates microvascular leak in lung injury.","S Mehta","","$25,210,884.00"
"Mehta, Sanjay","Medicine","1999/07","2000/06","Grants","Funded","True","False","Principal Applicant","Nitric Oxide-surfactant interactions in acute lung injury.","S Mehta JF Lewis DG McCormack R Veldhuizen","","$29,804,008.00"
"Mehta, Sanjay","Medicine","2000/07","2001/06","Grants","Funded","True","False","Principal Investigator","Nitric oxide-surfactant interactions in a mouse model of sepsis-induced lung injury. Grant-in-Aid.","S Mehta","","$18,888,979.00"
"Mehta, Sanjay","Medicine","2000/07","2003/06","Grants","Funded","True","False","Co-Investigator","Mechanisms of Nitric Oxide’s effects in sepsis induced lung injury.","DG McCormack S Mehta","","$12,011,825.00"
"Mehta, Sanjay","Medicine","2000/07","2003/06","Grants","Funded","True","False","Co-Applicant","Multiple organ dysfunction in the systemic inflammatory response syndrome.","Kvietys P","Cepinskas G, Potter R, Harris H, Lewis JF, Veldhuizen R, Feng QP, Sandig M, McCormack DG, Mehta S, Tyml K, Wilson J","$73,965,574.00"
"Mehta, Sanjay","Medicine","2000/07","2001/06","Grants","Funded","True","False","Principal Investigator","Cellular source-specific effect of nitric oxide in a mouse model of bacterial pneumonia Sean Weicker.","S Mehta","","$55,648,559.00"
"Mehta, Sanjay","Medicine","2000/07","2001/06","Grants","Funded","True","False","Principal Investigator","Role and cellular source of NO in acute lung injury associated with pneumonia.","DG McCormack S Mehta","","$67,239,543.00"
"Mehta, Sanjay","Medicine","2001/07","2002/06","Grants","Funded","True","False","Principal Investigator","Mechanisms of Nitric Oxide’s Effects in Sepsis-induced Lung Injury.","S Mehta","DG McCormack","$63,966,539.00"
"Mehta, Sanjay","Medicine","2001/07","2002/06","Grants","Funded","True","False","Principal Investigator","Differential effects of cell-specific NO on pulmonary microvascular leak in murine sepsis","S Mehta","DG McCormack","$46,247,913.00"
"Mehta, Sanjay","Medicine","2001","2001/06","Grants","Funded","True","False","Principal Investigator","A pilot clinical trial of inhaled NO in pneumonia.","S Mehta","","$13,957,427.00"
"Xenocostas, Anargyros","Medicine","2003","2004","Clinical Trials","Funded","True","False","Co-Investigator","Genomics-based analysis of AML treatment resistance.","Berg R.","Xenocostas A","$37,742,469.00"
"Gula, Lorne","Medicine","2005/06","2007","Grants","Funded","True","False","Principal Investigator","Implantable Cardioverter defibrillators: Assessment of patient characteristics, waiting times, and outcomes from a Canadian registry","Lorne Gula","R. Yee","$19,701,969.00"
"Xenocostas, Anargyros","Medicine","2004","2005","Clinical Trials","Funded","True","False","Principal Investigator","Treatment related changes in markers of neurodegeneration over time in the cerebrospinal fluid of adults with hematologic malignancies receiving chemotherapy.","A. Xenocostas","Stephen Pasternak, Jane Rylett and Kevin Kuo","$45,229,045.00"
"Gula, Lorne","Medicine","2006/06","2008/01","Grants","Funded","True","False","Principal Investigator","Maximum voltage targeted ablation of atrial flutter.","Lorne Gula","Andrew Krahn","$70,126,251.00"
"Xenocostas, Anargyros","Medicine","2004","2006","Clinical Trials","Funded","True","False","Co-Investigator","Optimal Hemoglobin and the Effect of Red Blood Cell Transfusion in Acute Myocardial Infarction.","Ian Chin-Yee","Qingping Feng and A. Xenocostas","$46,319,573.00"
"Xenocostas, Anargyros","Medicine","2005","2006","Clinical Trials","Funded","True","False","Co-Investigator","Genomics analysis of AML drug resistance","Randal Berg","Dr. A. Xenocostas","$10,661,401.00"
"Xenocostas, Anargyros","Medicine","2005","2006","Clinical Trials","Funded","True","False","Principal Investigator","Is Erythropoietin Cardioprotective during Anemia?","Xenocostas A","Qingping Feng and Ian Chin-Yee","$67,995,075.00"
"Xenocostas, Anargyros","Medicine","2006","2007","Clinical Trials","Funded","True","False","Co-Principal Investigator","Effect of rh-EPO on hemodynamics and microcirculatory perfusion of a hemorrhagic shock rat model.","Dr. R. Kao","Xenocostas A, Claudio Martin and Tao Rui","$60,750,440.00"
"Xenocostas, Anargyros","Medicine","2006","2009","Clinical Trials","Funded","True","False","Co-Investigator","New Metabolic Imaging Approaches to Assess Brain Tissue Viability.","Rob Bartha","A. Xenocostas and Ting Lee","$14,825,678.00"
"Xenocostas, Anargyros","Medicine","2006","2009","Clinical Trials","Funded","True","False","Co-Investigator","Oxygen Consumption is an Early Predictor of Brain Damage Following Hypoxia-Ischemia.","Keith St. Lawrence","Xenocostas A and Ting Lee","$486,796.00"
"Xenocostas, Anargyros","Medicine","2006","2010","Clinical Trials","Funded","True","False","Co-Investigator","Do coping styles and social climate of the treatment setting influence self-concept and subjective well being after bone marrow transplantation?","Gerald M. Devins","Xenocostas A., Jeff Lipton and Hans Messner","$51,898,401.00"
"McCormack, David","Medicine","2006/10","2011/03","Grants","Funded","True","False","Collaborator","Micro-imaging for Murine Models of Obstructive Lung Disease.","Giles Santyr","","$15,174,252.00"
"McCormack, David","Medicine","2005/10","2010/09","Grants","Funded","False","False","Collaborator","Multiple Organ Dysfunction in the Systemic Inflammatory Response Syndrome.","Peter Kvietys","","$40,742,923.00"
"McCormack, David","Medicine","2006/01","2006/12","Grants","Funded","False","False","Principal Investigator","Microvascular Endothelial Cell Injury in Murine Sepsis.","David McCormack","","$11,608,122.00"
"McCormack, David","Medicine","2005/01","2005/12","Grants","Funded","False","False","Collaborator","Xenon-enhanced Micro-Computed Tomography of the Ventilated Rat Lung.","David Holdsworth","","$60,012,535.00"
"McCormack, David","Medicine","2003/07","2005/06","Grants","Funded","False","False","Collaborator","Mechanisms of Septic Pulmonary Microvascular Endothelial Cell Barrier Dysfunction.","Sanjay Mehta","","$37,282,529.00"
"McCormack, David","Medicine","2003/09","2004/08","Grants","Funded","False","False","Principal Investigator","Mechanisms and pathophysiology of pulmonary inflammatory and abnormal pulmonary vascular responses in sepsis-induced lung injury.","David McCormack","Student: Miss J. Shelton","$42,593,803.00"
"McCormack, David","Medicine","2004/01","2004/06","Grants","Funded","False","False","Principal Investigator","Cell-source specific effects of iNOS in murine and human acute lung injury.","David McCormack","","$36,552,867.00"
"McCormack, David","Medicine","2002/09","2003/08","Grants","Funded","False","False","Collaborator","Cell-source specific effects of NO on endothelial cell barrier dysfunction.","Sanjay Mehta","","$59,160,343.00"
"McCormack, David","Medicine","2002/09","2003/08","Grants","Funded","False","False","Collaborator","Macrophage Targeting of iNOS Inhibition in Sepsis-induced Lung Injury.","Sanjay Mehta","","$43,860,100.00"
"McCormack, David","Medicine","2000/09","2003/03","Grants","Funded","False","False","Collaborator","Systemic Inflammatory Response Syndrome and Multiple Organ Dysfunction.","Peter Kvietys","","$2,436,438.00"
"McCormack, David","Medicine","2000/09","2003/03","Grants","Funded","False","False","Principal Investigator","Mechanisms of nitric oxide’s effects in sepsis-induced lung injury.","David McCormack","","$26,936,083.00"
"McCormack, David","Medicine","2001/07","2002/06","Grants","Funded","False","False","Collaborator","Differential effects of cell-specific NO on pulmonary microvascular leak in murine sepsis.","Sanjay Mehta","","$3,592,258.00"
"McCormack, David","Medicine","2000/07","2002/06","Grants","Funded","False","False","Collaborator","Mechanisms of nitric oxide’s effects in sepsis-induced lung injury.","Sanjay Mehta","","$67,991,557.00"
"Mehta, Sanjay","Medicine","2002/07","2003/06","Grants","Funded","True","False","Principal Investigator","Cell source specific effects of NO on endothelial cell barrier dysfunction.","S Mehta","DG McCormack","$15,508,014.00"
"McCormack, David","Medicine","2000/09","2001/06","Grants","Funded","False","False","Principal Investigator","Role and Cellular Source of Nitric Oxide in Acute Lung Injury Associated with Pneumonia.","David McCormack","","$45,526,175.00"
"McCormack, David","Medicine","2000/07","2001/06","Grants","Funded","False","False","Collaborator","Nitric oxide-surfactant interactions in a mouse model of sepsis-induced lung injury.","Sanjay Mehta","","$71,124,146.00"
"Mehta, Sanjay","Medicine","2002/07","2003/06","Grants","Funded","True","False","Principal Investigator","Macrophage Targeting of iNOS in Sepsis-Induced Lung Injury.","S Mehta","DG McCormack","$45,665,204.00"
"Mehta, Sanjay","Medicine","2003/01","2003/12","Grants","Funded","True","False","Principal Investigator","Nitric oxide synthase expression and activity in neutrophils of septic ICU patients.","S Mehta","","$35,657,040.00"
"Mehta, Sanjay","Medicine","2003/07","2005/06","Grants","Funded","True","False","Principal Investigator","Mechanisms of Septic Pulmonary Microvascular Endothelial Cell Barrier Dysfunction","S Mehta","DG McCormack","$14,655,946.00"
"Mehta, Sanjay","Medicine","2003/07","2005/06","Grants","Funded","True","False","Principal Investigator","Characterization of pulmonary microvascular endothelial cells from patients with pulmonary arterial hypertension.","S Mehta","","$62,468,920.00"
"Mehta, Sanjay","Medicine","2003/07","2004/06","Grants","Funded","True","False","Co-Principal Investigator","Mechanisms and pathophysiology of pulmonary inflammation and abnormal pulmonary vascular responses in sepsis –induced acute lung injury (Jen Shelton)","DG McCormack S Mehta","","$24,039,709.00"
"Mehta, Sanjay","Medicine","2003/07","2004/06","Grants","Funded","True","False","Principal Investigator","Specific role of neutrophil iNOS in murine sepsis-induced acute lung injury.","S Mehta","DG McCormack","$48,488,537.00"
"Mehta, Sanjay","Medicine","2003/07","2004/06","Grants","Funded","True","False","Principal Investigator","Septic responses of vascular-bed specific endothelial cells.","S Mehta","","$26,911,462.00"
"Mehta, Sanjay","Medicine","2004/01","2004/12","Grants","Funded","True","False","Principal Investigator","In vivo neutrophil targeting of iNOS inhibition therapy in murine septic lung injury.","S Mehta","","$17,987,389.00"
"Mehta, Sanjay","Medicine","2003/07","2004/06","Grants","Funded","True","False","Principal Investigator","Effects of neutrophil iNOS on neutrophil function.","R Taneja S Mehta","","$18,350,295.00"
"Mehta, Sanjay","Medicine","2004/07","2007/06","Grants","Funded","True","False","Principal Investigator","Prevalence and Severity of Pulmonary Hypertension in Systemic Lupus Erythematosus.","B Dias S Mehta","","$12,257,123.00"
"Mehta, Sanjay","Medicine","2005/01","2005/12","Grants","Funded","True","False","Principal Investigator","The specific effects of macrophage iNOS in murine septic lung injury.","S Mehta","","$40,386,231.00"
"Kovacs, Michael","Medicine","1997","2001","Grants","Funded","False","False","Co-Applicant","Canadian Dutch pulmonary embolism diagnosis study (CANPEDS)","","Ginsberg J, Kearon MC, Anderson DR, Wells PS","$70,086,364.00"
"Kovacs, Michael","Medicine","1997","1998","Grants","Funded","False","False","Principal Site Investigator","A phase II study of topotecan and etoposide in patients with refractory or relapsed acute myeloid leukemia.","Kovacs MJ","","$60,263,849.00"
"Kovacs, Michael","Medicine","1997","2000","Grants","Funded","False","False","Principal Site Investigator","Phase III study of SDZ PSC-833 in combination with vincristine, adriamycin, and dexamethasone (PSC/VAD) vs. VAD alone in patients with relapsing or refractory multiple myeloma-MY8.","Kovacs MJ","","$64,061,866.00"
"Kovacs, Michael","Medicine","1997","2001","Grants","Funded","False","False","Co-Applicant","An investigation of two intensities of warfarin for the prevention of recurrent thromboembolism in patients with antiphospholipid antibodies","","","$36,763,901.00"
"Kovacs, Michael","Medicine","1998","2000","Grants","Funded","False","False","Co-Applicant","D-dimer and IPG for recurrent DVT: A randomized trial","","","$64,101,134.00"
